x;y;u;v;column;row
0.975528;0.303800;0.906250;0.468750;29;15
0.999663;0.329753;0.937500;0.468750;30;15
1.022127;0.355476;0.968750;0.468750;31;15
1.043023;0.380835;1.000000;0.468750;32;15
-0.048914;0.401314;0.000000;0.500000;0;16
-0.027958;0.377238;0.031250;0.500000;1;16
-0.005475;0.352646;0.062500;0.500000;2;16
0.018646;0.327665;0.093750;0.500000;3;16
0.044511;0.302459;0.125000;0.500000;4;16
0.072216;0.277233;0.156250;0.500000;5;16
0.101848;0.252236;0.187500;0.500000;6;16
0.133471;0.227762;0.218750;0.500000;7;16
0.167120;0.204153;0.250000;0.500000;8;16
0.202768;0.181757;0.281250;0.500000;9;16
0.240355;0.160975;0.312500;0.500000;10;16
0.279793;0.142281;0.343750;0.500000;11;16
0.320928;0.126148;0.375000;0.500000;12;16
0.363543;0.113058;0.406250;0.500000;13;16
0.407357;0.103398;0.437500;0.500000;14;16
0.452033;0.097428;0.468750;0.500000;15;16
0.497191;0.095307;0.500000;0.500000;16;16
0.542427;0.096980;0.531250;0.500000;17;16
0.587311;0.102401;0.562500;0.500000;18;16
0.631421;0.111567;0.593750;0.500000;19;16
0.674381;0.124371;0.625000;0.500000;20;16
0.715867;0.140568;0.656250;0.500000;21;16
0.755619;0.159625;0.687500;0.500000;22;16
0.793445;0.180929;0.718750;0.500000;23;16
0.829215;0.203867;0.750000;0.500000;24;16
0.862888;0.227959;0.781250;0.500000;25;16
0.894486;0.252915;0.812500;0.500000;26;16
0.924045;0.278452;0.843750;0.500000;27;16
0.951629;0.304333;0.875000;0.500000;28;16
0.977322;0.330318;0.906250;0.500000;29;16
1.001224;0.356175;0.937500;0.500000;30;16
1.023439;0.381739;0.968750;0.500000;31;16
1.044077;0.406882;1.000000;0.500000;32;16
-0.049391;0.428239;0.000000;0.531250;0;17
-0.028661;0.404447;0.031250;0.531250;1;17
-0.006401;0.380083;0.062500;0.531250;2;17
0.017505;0.355270;0.093750;0.531250;3;17
0.043169;0.330165;0.125000;0.531250;4;17
0.070698;0.304967;0.156250;0.531250;5;17
0.100185;0.279922;0.187500;0.531250;6;17
0.131705;0.255326;0.218750;0.531250;7;17
0.165303;0.231525;0.250000;0.531250;8;17
