x;y;u;v;column;row
0.933333;0.968750;0.933333;0.968750;14;31
1.000000;0.968750;1.000000;0.968750;15;31
0.000000;1.000000;0.000000;1.000000;0;32
0.066667;1.000000;0.066667;1.000000;1;32
0.133333;1.000000;0.133333;1.000000;2;32
0.200000;1.000000;0.200000;1.000000;3;32
0.266667;1.000000;0.266667;1.000000;4;32
0.333333;1.000000;0.333333;1.000000;5;32
0.400000;1.000000;0.400000;1.000000;6;32
0.466667;1.000000;0.466667;1.000000;7;32
0.533333;1.000000;0.533333;1.000000;8;32
0.600000;1.000000;0.600000;1.000000;9;32
0.666667;1.000000;0.666667;1.000000;10;32
0.733333;1.000000;0.733333;1.000000;11;32
0.800000;1.000000;0.800000;1.000000;12;32
0.866667;1.000000;0.866667;1.000000;13;32
0.933333;1.000000;0.933333;1.000000;14;32
1.000000;1.000000;1.000000;1.000000;15;32
